
   The included below is "mass table" calculated with the NL3* covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=2004
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 26  68  0.000   -621.600   0.0 -24.2 -26.50 -11.10  4.091  0.000  0.000  0.000  0.000  5.061  4.012
 28  22  0.000   -384.250 -17.3   0.7  -7.31  -3.03  3.774  0.000  0.000  0.000  0.000  3.432  3.689
 28  24  0.000   -418.158 -16.6  -0.7  -8.82  -0.01  3.743  0.000  0.000  0.000  0.000  3.485  3.657
 28  26  0.000   -450.464 -15.8  -5.7  -6.62   0.00  3.726  0.000  0.000  0.000  0.000  3.534  3.639
 28  28  0.000   -481.060 -17.0  -7.5   0.00   0.00  3.710  0.000  0.000  0.000  0.000  3.574  3.623
 28  30  0.000   -502.093 -10.3  -8.8  -7.92   0.00  3.740  0.000  0.000  0.000  0.000  3.673  3.654
 28  32  0.000   -522.062  -9.8 -10.1 -12.52   0.00  3.768  0.000  0.000  0.000  0.000  3.760  3.682
 28  34  0.000   -541.002  -9.2 -11.4 -14.53   0.00  3.794  0.000  0.000  0.000  0.000  3.838  3.709
 28  36  0.000   -558.866  -8.7 -12.6 -14.19   0.00  3.818  0.000  0.000  0.000  0.000  3.910  3.733
 28  38  0.000   -575.506  -8.0 -10.2 -11.57  -0.01  3.841  0.000  0.000  0.000  0.000  3.978  3.757
 28  40  0.000   -590.444  -6.8 -11.4  -7.55  -0.01  3.861  0.000  0.000  0.000  0.000  4.043  3.777
 28  42  0.000   -602.828  -5.8 -12.7 -11.41   0.00  3.878  0.000  0.000  0.000  0.000  4.099  3.794
 28  44  0.000   -613.701  -5.2 -14.0 -13.49  -0.01  3.895  0.000  0.000  0.000  0.000  4.152  3.812
 28  46  0.000   -623.497  -4.7 -18.7 -13.19   0.00  3.911  0.000  0.000  0.000  0.000  4.203  3.829
 28  48  0.000   -632.252  -4.1 -16.5 -10.42  -0.03  3.928  0.000  0.000  0.000  0.000  4.251  3.846
 28  50  0.000   -639.647  -3.1 -21.1  -4.85   0.00  3.944  0.000  0.000  0.000  0.000  4.300  3.862
 28  52  0.000   -644.947  -2.4 -18.2 -12.27  -0.01  3.960  0.000  0.000  0.000  0.000  4.398  3.878
 28  54  0.000   -649.500  -2.2 -18.7 -17.12  -0.12  3.976  0.000  0.000  0.000  0.000  4.490  3.895
 28  56  0.000   -653.574  -2.0 -19.2 -20.39  -0.11  3.992  0.000  0.000  0.000  0.000  4.577  3.911
 28  58  0.000   -657.207  -1.7 -19.7 -22.72  -0.86  4.011  0.000  0.000  0.000  0.000  4.658  3.931
 28  60  0.000   -660.413  -1.5 -20.3 -24.39  -1.91  4.033  0.000  0.000  0.000  0.000  4.734  3.953
 28  62  0.000   -663.192  -1.3 -20.9 -25.46  -3.17  4.057  0.000  0.000  0.000  0.000  4.804  3.978
 28  64  0.000   -665.538  -1.1 -21.5 -25.73  -4.55  4.085  0.000  0.000  0.000  0.000  4.868  4.006
 28  66  0.000   -667.422  -0.8 -22.1 -24.95  -5.91  4.113  0.000  0.000  0.000  0.000  4.928  4.035
 28  68  0.000   -668.750  -0.5 -22.7 -23.34  -7.16  4.142  0.000  0.000  0.000  0.000  4.987  4.064
 28  70  0.000   -669.336  -0.1 -23.3 -23.53  -8.17  4.167  0.000  0.000  0.000  0.000  5.052  4.090
 30  26  0.191   -451.194 -16.4  -0.1  -3.56  -5.83  3.864  0.179  0.201  0.022  0.034  3.589  3.781
 30  28 -0.001   -483.486 -18.1  -0.8   0.00  -7.95  3.823 -0.001 -0.001  0.000  0.000  3.607  3.739
 30  30  0.226   -509.428 -12.6  -2.9   0.00  -0.24  3.859  0.221  0.232  0.087  0.095  3.718  3.775
 30  32  0.219   -532.527 -11.1  -4.5  -6.76  -3.26  3.886  0.217  0.222  0.026  0.049  3.803  3.803
 30  34 -0.216   -553.845 -10.4  -5.9  -7.26  -7.11  3.919 -0.221 -0.210  0.045  0.050  3.888  3.836
 30  36 -0.170   -573.651  -9.6  -7.0 -10.35  -7.47  3.926 -0.172 -0.168  0.012  0.025  3.944  3.843
 30  38 -0.088   -592.136  -9.0  -7.8 -10.56  -8.62  3.931 -0.085 -0.091 -0.006  0.002  3.996  3.849
 30  40  0.000   -609.517  -8.1  -8.9  -7.82  -9.61  3.944  0.000  0.000  0.000  0.000  4.053  3.862
 30  42  0.000   -624.417  -7.0 -10.1 -11.52  -9.51  3.958  0.000  0.000  0.000  0.000  4.108  3.876
 30  44  0.160   -638.231  -6.8 -11.7 -10.35  -5.05  3.983  0.156  0.167  0.065  0.058  4.174  3.902
 30  46  0.176   -650.889  -5.9 -13.1  -7.63  -4.37  4.000  0.173  0.181  0.056  0.054  4.226  3.919
 30  48  0.129   -661.674  -5.0 -14.1  -7.18  -6.01  4.008  0.125  0.135  0.020  0.024  4.264  3.927
 30  50 -0.001   -671.510  -4.0 -15.2   0.00  -8.00  4.012 -0.001 -0.001  0.000  0.000  4.290  3.931
 30  52  0.133   -677.988  -3.3 -15.9 -10.18  -6.52  4.042  0.140  0.121  0.048  0.030  4.399  3.962
 30  54  0.188   -684.235  -3.0 -16.9 -14.07  -5.79  4.073  0.200  0.165  0.048  0.041  4.488  3.994
 30  56  0.199   -689.751  -2.6 -17.6 -17.09  -6.33  4.098  0.211  0.175  0.022  0.035  4.566  4.019
 30  58 -0.202   -694.730  -2.4 -18.2 -18.82  -8.19  4.124 -0.217 -0.174  0.051  0.040  4.647  4.046
 30  60 -0.194   -699.192  -2.1 -18.9 -20.54  -8.61  4.144 -0.207 -0.168  0.027  0.032  4.713  4.066
 30  62 -0.171   -703.066  -1.8 -19.5 -22.32  -9.12  4.160 -0.180 -0.152  0.002  0.022  4.775  4.082
 30  64 -0.125   -706.463  -1.6 -20.0 -24.01  -9.88  4.172 -0.128 -0.118 -0.009  0.011  4.832  4.095
 30  66  0.000   -709.572  -1.5 -20.3 -24.73 -11.41  4.183  0.000  0.000  0.000  0.000  4.885  4.105
 30  68  0.000   -712.281  -1.2 -21.0 -21.96 -11.78  4.208  0.000  0.000  0.000  0.000  4.940  4.131
 30  70  0.000   -714.148  -0.7 -21.7 -20.46 -12.10  4.232  0.000  0.000  0.000  0.000  4.996  4.156
 30  72  0.000   -715.000  -0.3 -22.3 -25.05 -12.36  4.253  0.000  0.000  0.000  0.000  5.061  4.177
 30  74  0.130   -715.237  -0.2 -23.0 -30.36 -10.96  4.279  0.132  0.123  0.064  0.028  5.139  4.203
 30  76  0.212   -715.609  -0.1 -23.5 -32.43  -9.91  4.309  0.222  0.188  0.111  0.049  5.222  4.234
 30  78  0.246   -715.719   0.0 -23.9 -34.37  -9.96  4.332  0.259  0.212  0.107  0.051  5.298  4.257
 32  28 -0.001   -483.947 -19.2   0.2   0.00 -12.69  3.925 -0.001 -0.001  0.000  0.000  3.638  3.842
 32  30  0.222   -512.920 -14.1  -1.1  -2.65  -7.51  3.956  0.214  0.230  0.050  0.032  3.751  3.874
 32  32  0.233   -539.527 -12.8  -2.8  -6.41  -7.00  3.976  0.227  0.238 -0.004 -0.006  3.831  3.894
 32  34 -0.247   -564.223 -11.7  -4.5  -5.00  -7.68  4.004 -0.247 -0.247  0.051  0.054  3.912  3.923
 32  36 -0.224   -586.234 -10.6  -5.7  -9.76  -8.10  4.012 -0.222 -0.226  0.029  0.040  3.971  3.932
 32  38 -0.185   -606.691  -9.9  -6.7 -10.79  -9.29  4.018 -0.181 -0.190  0.002  0.020  4.021  3.938
 32  40  0.000   -625.900  -9.3  -7.6  -8.06 -13.97  4.015  0.000  0.000  0.000  0.000  4.062  3.935
 32  42 -0.004   -643.227  -8.3  -8.8 -11.62 -13.73  4.026 -0.004 -0.004  0.000  0.000  4.115  3.946
 32  44  0.164   -659.712  -8.0  -9.9 -11.04  -8.59  4.049  0.157  0.174  0.036  0.024  4.178  3.969
 32  46  0.174   -674.856  -7.2 -11.1  -7.68  -7.68  4.062  0.168  0.183  0.023  0.017  4.227  3.982
 32  48  0.149   -688.098  -6.1 -12.4  -4.89  -7.46  4.070  0.142  0.160 -0.004 -0.001  4.267  3.990
 32  50 -0.001   -700.233  -8.0 -13.6   0.00 -10.11  4.069  0.000 -0.001  0.000  0.000  4.291  3.990
 32  52  0.147   -708.079  -4.1 -14.2  -9.03  -8.31  4.104  0.152  0.140  0.040  0.018  4.391  4.025
 32  54  0.203   -716.028  -3.8 -15.0 -12.81  -7.35  4.137  0.214  0.185  0.029  0.016  4.477  4.059
 32  56  0.220   -723.185  -3.4 -15.9 -15.12  -7.38  4.163  0.233  0.199  0.001  0.007  4.550  4.085
 32  58 -0.232   -729.770  -3.2 -16.8 -16.61  -8.45  4.193 -0.245 -0.208  0.067  0.047  4.631  4.116
 32  60 -0.228   -735.620  -2.8 -17.5 -18.59  -8.74  4.214 -0.240 -0.205  0.043  0.041  4.694  4.137
 32  62 -0.215   -740.754  -2.4 -18.2 -20.43  -9.19  4.232 -0.224 -0.196  0.016  0.032  4.752  4.156
 32  64 -0.192   -745.251  -2.1 -18.8 -22.05  -9.88  4.248 -0.198 -0.180 -0.005  0.024  4.807  4.172
 32  66 -0.139   -749.228  -1.9 -19.3 -23.44 -11.48  4.258 -0.139 -0.138 -0.015  0.011  4.858  4.182
 32  68  0.001   -753.106  -1.9 -19.8 -21.69 -14.22  4.266  0.000  0.001  0.000  0.000  4.905  4.190
 32  70  0.000   -756.337  -1.4 -20.5 -19.45 -14.27  4.288  0.000  0.000  0.000  0.000  4.957  4.213
 32  72  0.000   -758.470  -0.9 -21.2 -22.80 -14.19  4.310  0.000  0.000  0.000  0.000  5.010  4.235
 32  74  0.118   -759.914  -0.7 -21.8 -27.03 -11.91  4.336  0.117  0.122  0.038  0.015  5.075  4.262
 32  76  0.178   -761.238  -0.6 -22.2 -28.96 -10.60  4.360  0.182  0.169  0.067  0.023  5.147  4.286
 32  78  0.212   -762.204  -0.4 -22.7 -30.66 -10.30  4.381  0.222  0.189  0.074  0.024  5.218  4.307
 32  80  0.234   -762.790  -0.2 -23.1 -32.66 -10.27  4.400  0.247  0.200  0.062  0.021  5.289  4.326
 32  82  0.246   -763.020   0.0 -23.5 -35.02 -10.34  4.417  0.262  0.207  0.039  0.017  5.360  4.344
 34  30 -0.219   -513.818 -15.4   0.0  -6.99  -8.46  4.054 -0.203 -0.233  0.046  0.047  3.789  3.975
 34  32 -0.249   -543.725 -14.5  -1.3  -7.25  -6.38  4.068 -0.237 -0.259  0.050  0.054  3.866  3.989
 34  34 -0.265   -571.509 -13.0  -2.6  -3.57  -4.91  4.080 -0.259 -0.271  0.053  0.058  3.932  4.000
 34  36 -0.263   -595.855 -11.7  -3.9  -8.89  -5.86  4.090 -0.259 -0.267  0.047  0.054  3.996  4.011
 34  38 -0.212   -618.527 -11.1  -5.1 -10.96  -8.77  4.090 -0.206 -0.219  0.010  0.025  4.040  4.011
 34  40  0.000   -639.823 -10.5  -6.4  -8.23 -15.53  4.080  0.000  0.000  0.000  0.000  4.072  4.001
 34  42 -0.001   -659.504  -9.4  -7.5 -11.67 -15.22  4.088 -0.001 -0.001  0.000  0.000  4.123  4.009
 34  44  0.134   -678.001  -9.1  -8.5 -11.59 -11.37  4.105  0.128  0.143  0.013  0.001  4.179  4.026
 34  46  0.156   -695.384  -8.3  -9.5  -8.23  -9.96  4.117  0.150  0.164  0.003 -0.007  4.227  4.038
 34  48  0.127   -711.022  -7.3 -10.7  -4.94 -10.07  4.122  0.121  0.136 -0.014 -0.015  4.265  4.043
 34  50  0.000   -725.863  -9.2 -12.0   0.00 -10.28  4.121  0.000  0.000  0.000  0.000  4.292  4.043
 34  52  0.103   -734.926  -4.7 -12.7  -8.62 -10.72  4.151  0.107  0.097  0.020  0.006  4.380  4.073
 34  54 -0.195   -744.346  -4.7 -13.4 -13.14  -7.74  4.194 -0.199 -0.189  0.064  0.044  4.473  4.117
 34  56 -0.231   -753.440  -4.4 -14.2 -14.20  -6.64  4.226 -0.239 -0.218  0.079  0.054  4.549  4.149
 34  58 -0.248   -761.704  -3.9 -15.0 -14.96  -6.43  4.252 -0.259 -0.230  0.078  0.055  4.618  4.176
 34  60 -0.247   -769.011  -3.5 -15.8 -17.38  -6.85  4.273 -0.257 -0.228  0.059  0.050  4.678  4.197
 34  62 -0.237   -775.533  -3.1 -16.5 -19.44  -7.61  4.291 -0.246 -0.220  0.033  0.041  4.734  4.216
 34  64 -0.222   -781.365  -2.8 -17.2 -20.83  -8.53  4.308 -0.230 -0.208  0.010  0.031  4.786  4.233
 34  66 -0.189   -786.547  -2.5 -18.0 -22.52 -10.03  4.320 -0.193 -0.182 -0.009  0.019  4.835  4.246
 34  68  0.002   -791.521  -2.6 -18.6 -21.83 -14.61  4.316  0.001  0.002  0.000  0.000  4.876  4.241
 34  70  0.001   -796.118  -2.0 -19.3 -19.51 -14.54  4.337  0.000  0.001  0.000  0.000  4.925  4.262
 34  72 -0.001   -799.637  -1.5 -20.0 -21.67 -14.22  4.358 -0.001 -0.001  0.000  0.000  4.973  4.284
 34  74 -0.005   -802.323  -1.2 -20.7 -24.84 -13.77  4.378 -0.005 -0.006  0.000  0.000  5.020  4.305
 34  76  0.107   -804.512  -1.0 -21.1 -26.10 -12.44  4.402  0.107  0.107  0.020  0.004  5.080  4.329
 34  78  0.153   -806.321  -0.8 -21.5 -27.49 -11.86  4.423  0.158  0.142  0.033  0.005  5.146  4.350
 34  80  0.187   -807.718  -0.6 -21.9 -29.35 -11.50  4.443  0.197  0.165  0.035  0.002  5.216  4.370
 34  82  0.211   -808.729  -0.4 -22.3 -31.47 -11.23  4.460  0.224  0.179  0.023 -0.002  5.287  4.388
 34  84  0.223   -809.379  -0.3 -22.6 -33.87 -11.02  4.476  0.238  0.186  0.001 -0.007  5.355  4.404
 34  86  0.226   -809.702  -0.1 -23.0 -36.49 -10.91  4.490  0.242  0.187 -0.022 -0.012  5.422  4.418
 34  88 -0.215   -809.819  -0.1 -23.5 -39.77 -10.62  4.503 -0.229 -0.179  0.073  0.034  5.489  4.432
 36  32 -0.236   -544.586 -15.7   0.2  -7.57 -10.65  4.140 -0.227 -0.244  0.041  0.034  3.883  4.062
 36  34 -0.270   -574.731 -14.3  -0.9  -4.37  -9.50  4.153 -0.261 -0.278  0.053  0.054  3.952  4.075
 36  36 -0.323   -601.868 -13.0  -2.2  -5.22  -6.00  4.174 -0.317 -0.329  0.086  0.091  4.029  4.097
 36  38 -0.151   -627.396 -12.4  -3.8  -8.75 -11.21  4.143 -0.146 -0.156 -0.023 -0.019  4.040  4.065
 36  40  0.000   -651.294 -11.6  -5.1  -8.31 -14.82  4.141  0.000  0.000  0.000  0.000  4.082  4.063
 36  42  0.000   -673.259 -10.6  -6.3 -11.66 -14.50  4.146  0.000  0.000  0.000  0.000  4.131  4.068
 36  44  0.043   -693.683 -10.0  -7.3 -12.84 -13.65  4.153  0.042  0.046  0.001 -0.001  4.178  4.075
 36  46  0.084   -713.008  -9.4  -8.3 -10.50 -12.52  4.162  0.082  0.087 -0.002 -0.005  4.224  4.084
 36  48 -0.001   -731.192  -8.9  -9.4  -8.12 -12.31  4.165 -0.001 -0.001  0.000  0.000  4.260  4.087
 36  50  0.000   -748.258 -10.2 -10.4   0.00 -11.29  4.170  0.000  0.000  0.000  0.000  4.295  4.092
 36  52 -0.049   -758.882  -5.3 -11.3  -9.41 -11.67  4.195 -0.049 -0.047  0.004  0.001  4.374  4.118
 36  54 -0.155   -769.556  -5.4 -11.9 -13.47 -10.89  4.234 -0.159 -0.149  0.037  0.020  4.457  4.157
 36  56 -0.216   -780.047  -5.1 -12.6 -14.38 -10.54  4.273 -0.223 -0.206  0.066  0.043  4.536  4.197
 36  58 -0.251   -789.868  -4.7 -13.3 -14.75  -9.78  4.306 -0.258 -0.238  0.079  0.057  4.606  4.231
 36  60 -0.255   -798.756  -4.2 -14.1 -16.94  -9.95  4.329 -0.263 -0.241  0.065  0.053  4.665  4.254
 36  62 -0.224   -806.852  -3.9 -15.0 -19.26 -11.07  4.337 -0.233 -0.208  0.025  0.028  4.713  4.263
 36  64 -0.199   -814.254  -3.5 -15.8 -20.42 -11.37  4.349 -0.207 -0.184 -0.003  0.012  4.762  4.275
 36  66 -0.157   -820.983  -3.2 -16.6 -22.01 -11.55  4.358 -0.162 -0.148 -0.023 -0.003  4.808  4.284
 36  68  0.001   -827.439  -3.2 -17.3 -21.96 -13.85  4.360  0.001  0.002  0.000  0.000  4.851  4.286
 36  70  0.001   -833.389  -2.7 -18.0 -19.84 -13.82  4.379  0.000  0.001  0.000  0.000  4.900  4.305
 36  72  0.001   -838.298  -2.2 -18.7 -21.16 -13.61  4.398  0.001  0.001  0.000  0.000  4.944  4.325
 36  74 -0.002   -842.347  -1.9 -19.4 -23.29 -13.33  4.418 -0.001 -0.002  0.000  0.000  4.988  4.345
 36  76 -0.004   -845.731  -1.6 -20.0 -24.65 -13.03  4.438 -0.004 -0.004  0.000  0.000  5.031  4.365
 36  78 -0.005   -848.531  -1.3 -20.6 -25.35 -12.77  4.457 -0.005 -0.006  0.000  0.000  5.077  4.384
 36  80 -0.004   -850.772  -1.0 -21.2 -26.18 -12.61  4.474 -0.003 -0.004  0.000  0.000  5.127  4.402
 36  82 -0.001   -852.484  -0.8 -21.6 -28.34 -12.61  4.489 -0.001 -0.002  0.000  0.000  5.187  4.417
 36  84 -0.080   -853.784  -0.6 -21.9 -32.09 -12.45  4.503 -0.085 -0.067  0.012  0.001  5.264  4.431
 36  86 -0.125   -854.845  -0.5 -22.2 -34.97 -12.33  4.518 -0.135 -0.102  0.028  0.005  5.341  4.447
 36  88 -0.150   -855.671  -0.4 -22.5 -37.17 -12.35  4.534 -0.162 -0.120  0.032  0.008  5.412  4.462
 36  90 -0.163   -856.246  -0.2 -22.8 -39.10 -12.42  4.549 -0.176 -0.129  0.028  0.009  5.478  4.478
 36  92 -0.164   -856.565  -0.1 -23.1 -41.10 -12.51  4.562 -0.177 -0.131  0.014  0.007  5.540  4.491
 36  94 -0.158   -856.634   0.0 -23.4 -43.10 -12.63  4.574 -0.170 -0.127 -0.001  0.005  5.601  4.504
 38  34 -0.245   -575.264 -15.5   0.3  -6.05 -12.22  4.214 -0.240 -0.249  0.039  0.027  3.964  4.137
 38  36 -0.161   -605.198 -14.7  -1.1 -10.11 -10.66  4.200 -0.159 -0.164 -0.013 -0.022  4.003  4.123
 38  38 -0.131   -633.541 -13.6  -2.3  -7.81  -9.60  4.199 -0.128 -0.134 -0.031 -0.034  4.049  4.122
 38  40  0.000   -660.174 -12.7  -3.8  -8.23 -12.29  4.199  0.000  0.000  0.000  0.000  4.092  4.122
 38  42  0.000   -684.342 -11.6  -4.9 -11.57 -12.16  4.202  0.000  0.000  0.000  0.000  4.140  4.125
 38  44  0.000   -706.904 -11.0  -5.9 -13.02 -12.02  4.205  0.000  0.000  0.000  0.000  4.184  4.129
 38  46 -0.001   -728.268 -10.4  -6.9 -11.90 -11.94  4.209 -0.001 -0.001  0.000  0.000  4.226  4.133
 38  48  0.000   -748.507  -9.9  -7.9  -8.03 -11.98  4.214  0.000  0.000  0.000  0.000  4.264  4.137
 38  50  0.000   -767.529 -11.2  -8.9   0.00 -12.16  4.217  0.000  0.000  0.000  0.000  4.297  4.140
 38  52  0.001   -779.920  -6.1  -9.8  -9.52 -12.08  4.240  0.001  0.001  0.000  0.000  4.371  4.164
 38  54 -0.126   -791.978  -6.1 -10.5 -13.81 -11.46  4.274 -0.130 -0.121  0.019  0.005  4.447  4.198
 38  56 -0.183   -803.910  -5.9 -11.3 -15.47 -11.84  4.310 -0.189 -0.175  0.040  0.020  4.520  4.235
 38  58 -0.211   -815.219  -5.5 -12.1 -16.65 -11.97  4.339 -0.219 -0.199  0.047  0.028  4.586  4.264
 38  60 -0.212   -825.736  -5.1 -12.9 -18.30 -12.01  4.359 -0.220 -0.198  0.032  0.021  4.643  4.285
 38  62 -0.202   -835.485  -4.7 -13.7 -19.30 -11.93  4.376 -0.211 -0.188  0.010  0.010  4.694  4.302
 38  64 -0.190   -844.454  -4.3 -14.5 -19.95 -11.77  4.392 -0.198 -0.176 -0.008  0.000  4.744  4.318
 38  66 -0.159   -852.653  -4.0 -15.1 -21.36 -11.28  4.402 -0.165 -0.149 -0.026 -0.012  4.790  4.329
 38  68  0.001   -860.668  -3.9 -15.9 -21.98 -12.44  4.400  0.001  0.001  0.000  0.000  4.831  4.327
 38  70  0.000   -867.969  -3.4 -16.6 -20.13 -12.54  4.418  0.000  0.001  0.000  0.000  4.878  4.345
 38  72  0.000   -874.257  -2.9 -17.3 -20.92 -12.65  4.436  0.000  0.001  0.000  0.000  4.921  4.363
 38  74  0.001   -879.671  -2.5 -18.0 -22.32 -12.77  4.454  0.001  0.001  0.000  0.000  4.962  4.382
 38  76  0.001   -884.372  -2.2 -18.6 -22.86 -12.94  4.473  0.001  0.001  0.000  0.000  5.003  4.401
 38  78  0.001   -888.422  -1.9 -19.3 -22.42 -13.13  4.491  0.001  0.001  0.000  0.000  5.044  4.419
 38  80  0.001   -891.805  -1.5 -19.9 -21.55 -13.33  4.509  0.000  0.001  0.000  0.000  5.087  4.437
 38  82  0.000   -894.469  -1.2 -20.4 -22.63 -13.46  4.524  0.000  0.000  0.000  0.000  5.141  4.453
 38  84 -0.001   -896.513  -0.9 -20.8 -26.73 -13.46  4.537 -0.001  0.000  0.000  0.000  5.207  4.466
 38  86  0.000   -898.156  -0.8 -21.1 -31.16 -13.42  4.548  0.000  0.000  0.000  0.000  5.277  4.477
 38  88  0.000   -899.520  -0.6 -21.4 -35.01 -13.38  4.559  0.000  0.000  0.000  0.000  5.346  4.488
 38  90  0.000   -900.654  -0.5 -21.7 -38.20 -13.36  4.570  0.000  0.000  0.000  0.000  5.412  4.500
 38  92  0.000   -901.578  -0.4 -22.0 -40.81 -13.36  4.582  0.000  0.000  0.000  0.000  5.477  4.511
 38  94  0.000   -902.296  -0.3 -22.4 -42.93 -13.39  4.594  0.000  0.000  0.000  0.000  5.538  4.523
 38  96  0.000   -902.803  -0.2 -22.7 -44.66 -13.44  4.606  0.000  0.000  0.000  0.000  5.597  4.536
 38  98  0.000   -903.093  -0.1 -23.0 -46.07 -13.51  4.620  0.000  0.000  0.000  0.000  5.654  4.550
 38 100  0.000   -903.158   0.0 -23.3 -47.23 -13.61  4.635  0.000  0.000  0.000  0.000  5.708  4.565
 40  36  0.000   -605.982 -16.0   0.1 -14.13  -9.88  4.251  0.000  0.000  0.000  0.000  4.005  4.175
 40  38  0.000   -637.103 -15.1  -1.0 -11.06 -10.03  4.253  0.000  0.000  0.000  0.000  4.055  4.177
 40  40  0.000   -666.070 -13.8  -2.1  -8.07  -9.98  4.256  0.000  0.000  0.000  0.000  4.103  4.180
 40  42  0.000   -692.380 -12.7  -3.2 -11.46 -10.53  4.257  0.000  0.000  0.000  0.000  4.149  4.181
 40  44  0.000   -717.042 -12.0  -4.3 -12.92 -11.24  4.258  0.000  0.000  0.000  0.000  4.192  4.182
 40  46  0.000   -740.471 -11.5  -5.4 -11.80 -11.98  4.260  0.000  0.000  0.000  0.000  4.231  4.184
 40  48  0.000   -762.749 -10.9  -6.4  -7.92 -12.75  4.262  0.000  0.000  0.000  0.000  4.268  4.186
 40  50  0.000   -783.802 -12.2  -7.5   0.00 -13.55  4.263  0.000  0.000  0.000  0.000  4.300  4.188
 40  52  0.000   -797.937  -6.9  -8.3  -9.36 -13.10  4.286  0.000  0.000  0.000  0.000  4.371  4.211
 40  54 -0.131   -811.496  -6.9  -9.1 -13.20 -12.63  4.321 -0.133 -0.128  0.022  0.009  4.444  4.247
 40  56 -0.181   -825.113  -6.7  -9.9 -15.18 -11.47  4.354 -0.185 -0.176  0.035  0.016  4.514  4.280
 40  58 -0.200   -838.033  -6.3 -10.7 -16.99 -11.25  4.380 -0.205 -0.191  0.035  0.017  4.575  4.306
 40  60 -0.206   -850.170  -5.9 -11.6 -18.31 -11.13  4.401 -0.213 -0.196  0.026  0.013  4.631  4.328
 40  62 -0.208   -861.518  -5.5 -12.4 -18.84 -11.05  4.421 -0.216 -0.197  0.013  0.008  4.684  4.349
 40  64 -0.210   -872.043  -5.1 -13.2 -18.85 -11.05  4.441 -0.217 -0.199  0.003  0.005  4.734  4.369
 40  66 -0.208   -881.699  -4.6 -13.9 -19.15 -11.10  4.460 -0.214 -0.197 -0.007  0.002  4.781  4.388
 40  68  0.000   -890.940  -4.6 -14.4 -22.09 -12.43  4.440  0.000  0.000  0.000  0.000  4.814  4.368
 40  70  0.000   -899.611  -4.1 -15.1 -20.57 -12.61  4.457  0.000  0.000  0.000  0.000  4.860  4.385
 40  72  0.000   -907.320  -3.6 -15.8 -20.93 -12.95  4.474  0.000  0.000  0.000  0.000  4.902  4.402
 40  74  0.000   -914.152  -3.2 -16.6 -21.69 -13.39  4.492  0.000  0.000  0.000  0.000  4.942  4.420
 40  76  0.000   -920.244  -2.9 -17.3 -21.54 -13.88  4.509  0.000  0.001  0.000  0.000  4.980  4.438
 40  78  0.001   -925.644  -2.5 -18.0 -20.12 -14.39  4.527  0.000  0.001  0.000  0.000  5.018  4.455
 40  80  0.000   -930.309  -2.1 -18.7 -17.43 -14.90  4.544  0.000  0.001  0.000  0.000  5.056  4.473
 40  82  0.000   -934.050  -1.6 -19.2 -16.31 -15.21  4.560  0.000  0.000  0.000  0.000  5.102  4.489
 40  84 -0.001   -936.847  -1.3 -19.6 -21.77 -15.03  4.572 -0.001  0.000  0.000  0.000  5.168  4.502
 40  86 -0.001   -939.145  -1.1 -19.9 -27.40 -14.75  4.584 -0.001  0.000  0.000  0.000  5.237  4.514
 40  88  0.000   -941.141  -0.9 -20.2 -32.01 -14.49  4.596  0.000  0.000  0.000  0.000  5.304  4.526
 40  90  0.000   -942.898  -0.8 -20.5 -35.76 -14.24  4.608  0.000  0.000  0.000  0.000  5.368  4.538
 40  92  0.000   -944.438  -0.7 -20.8 -38.80 -14.04  4.620  0.000  0.000  0.000  0.000  5.430  4.550
 40  94  0.000   -945.770  -0.6 -21.2 -41.26 -13.89  4.633  0.000  0.000  0.000  0.000  5.490  4.563
