
   The included below is "mass table" calculated with the DD-ME$\delta$ covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1686
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 68 118 -0.176  -1455.245  -4.0 -11.8  -9.06 -16.38  5.338 -0.175 -0.178 -0.014  0.000  5.553  5.278
 68 120 -0.137  -1463.045  -4.0 -12.2  -9.26 -19.66  5.339 -0.135 -0.141 -0.021 -0.008  5.568  5.279
 68 122 -0.093  -1471.173  -4.1 -12.6  -7.24 -22.64  5.341 -0.091 -0.096 -0.032 -0.020  5.584  5.281
 68 124  0.001  -1479.441  -4.4 -13.0  -7.00 -25.58  5.343  0.001  0.002  0.000  0.000  5.603  5.282
 68 126  0.000  -1488.099  -2.7 -13.4   0.00 -25.64  5.352  0.000  0.000  0.000  0.000  5.626  5.291
 68 128  0.001  -1490.365  -1.2 -13.9  -7.31 -25.93  5.372  0.001  0.001  0.000  0.000  5.661  5.312
 68 130  0.080  -1492.787  -1.5 -14.3  -8.33 -24.09  5.399  0.079  0.084  0.050  0.036  5.701  5.339
 68 132  0.135  -1496.236  -1.8 -14.7  -6.69 -21.32  5.427  0.134  0.137  0.099  0.071  5.744  5.368
 68 134  0.162  -1499.511  -1.6 -15.1  -8.62 -20.04  5.450  0.162  0.163  0.102  0.074  5.781  5.391
 68 136  0.187  -1502.468  -1.4 -15.5 -10.94 -18.97  5.473  0.187  0.186  0.101  0.075  5.819  5.415
 68 138  0.220  -1505.255  -1.4 -15.9 -12.74 -17.71  5.502  0.221  0.219  0.124  0.097  5.859  5.444
 68 140  0.262  -1508.179  -1.4 -16.4 -11.47 -16.85  5.538  0.262  0.260  0.165  0.136  5.903  5.480
 68 142  0.286  -1510.910  -1.3 -16.8 -10.64 -16.56  5.564  0.287  0.284  0.174  0.148  5.941  5.506
 68 144  0.302  -1513.230  -1.1 -17.2 -10.31 -16.59  5.586  0.303  0.299  0.168  0.148  5.976  5.529
 68 146  0.306  -1515.055  -0.8 -17.7 -11.31 -17.05  5.602  0.308  0.302  0.144  0.132  6.005  5.545
 68 148  0.308  -1516.490  -0.6 -18.1 -11.96 -17.59  5.617  0.311  0.303  0.117  0.114  6.034  5.560
 68 150  0.311  -1517.550  -0.5 -18.4 -12.45 -18.06  5.632  0.314  0.305  0.091  0.098  6.065  5.575
 68 152  0.313  -1518.222  -0.3 -18.8 -13.21 -18.49  5.645  0.316  0.306  0.066  0.083  6.098  5.588
 68 154  0.310  -1518.516  -0.1 -19.1 -14.41 -18.87  5.657  0.314  0.303  0.041  0.066  6.129  5.600
 70  78 -0.149  -1167.361 -12.7   0.4  -6.29 -15.15  5.085 -0.141 -0.158 -0.029 -0.023  4.984  5.022
 70  80 -0.118  -1192.212 -12.0  -0.3  -1.94 -17.50  5.085 -0.111 -0.127 -0.024 -0.021  5.001  5.022
 70  82  0.000  -1217.945 -14.2  -0.8   0.00 -22.59  5.079  0.000  0.000  0.000  0.000  5.009  5.015
 70  84 -0.071  -1237.141  -9.7  -1.5  -3.46 -20.90  5.103 -0.065 -0.079  0.015  0.015  5.050  5.040
 70  86  0.137  -1256.869  -9.8  -2.1  -3.35 -17.30  5.133  0.128  0.147  0.051  0.047  5.093  5.070
 70  88  0.172  -1275.946  -9.4  -2.6  -5.65 -15.06  5.156  0.164  0.182  0.053  0.046  5.132  5.094
 70  90  0.201  -1294.287  -8.9  -3.2  -6.33 -13.30  5.178  0.194  0.209  0.053  0.044  5.170  5.116
 70  92  0.228  -1311.668  -8.6  -3.7  -9.22 -12.16  5.201  0.223  0.235  0.063  0.052  5.209  5.140
 70  94  0.286  -1328.698  -8.5  -4.2  -7.90 -12.89  5.240  0.282  0.291  0.130  0.116  5.262  5.178
 70  96  0.316  -1345.315  -8.1  -4.8  -7.38 -13.15  5.268  0.312  0.321  0.141  0.132  5.305  5.207
 70  98  0.330  -1361.147  -7.7  -5.4  -7.21 -13.37  5.288  0.327  0.334  0.126  0.120  5.339  5.227
 70 100  0.328  -1376.197  -7.4  -6.0  -7.48 -13.41  5.301  0.326  0.331  0.093  0.090  5.366  5.240
 70 102  0.319  -1390.625  -7.0  -6.6  -6.80 -12.98  5.311  0.319  0.320  0.058  0.057  5.389  5.251
 70 104  0.312  -1404.305  -6.6  -7.2  -5.20 -12.26  5.322  0.312  0.312  0.028  0.029  5.413  5.261
 70 106  0.302  -1417.030  -6.1  -7.8  -4.66 -11.48  5.331  0.301  0.303 -0.002  0.004  5.436  5.270
 70 108  0.292  -1428.706  -5.7  -8.4  -6.09 -10.98  5.342  0.291  0.294 -0.031 -0.019  5.461  5.282
 70 110  0.281  -1439.733  -5.4  -9.0  -5.92 -10.87  5.353  0.280  0.284 -0.057 -0.039  5.488  5.293
 70 112  0.268  -1450.120  -4.9  -9.5  -3.80 -11.27  5.363  0.266  0.272 -0.079 -0.054  5.512  5.303
 70 114  0.222  -1459.853  -4.9 -10.1  -6.00 -13.15  5.358  0.219  0.225 -0.067 -0.045  5.518  5.298
 70 116  0.191  -1469.263  -4.6 -10.5  -5.83 -14.69  5.361  0.188  0.197 -0.068 -0.048  5.533  5.301
 70 118  0.163  -1478.255  -4.3 -11.0  -3.42 -16.62  5.365  0.159  0.170 -0.070 -0.053  5.550  5.305
 70 120 -0.137  -1486.583  -4.4 -11.3  -8.83 -19.77  5.365 -0.135 -0.141 -0.023 -0.012  5.570  5.305
 70 122 -0.094  -1495.605  -4.6 -11.8  -6.93 -22.60  5.367 -0.092 -0.097 -0.033 -0.023  5.586  5.307
 70 124 -0.001  -1504.636  -4.8 -12.2  -6.71 -26.08  5.368 -0.001 -0.001  0.000  0.000  5.604  5.308
 70 126  0.000  -1514.121  -5.4 -12.6   0.00 -26.12  5.377  0.000  0.000  0.000  0.000  5.626  5.317
 70 128  0.001  -1517.333  -1.6 -13.0  -7.09 -26.45  5.398  0.001  0.001  0.000  0.000  5.660  5.339
 70 130  0.071  -1520.618  -1.9 -13.5  -8.73 -24.91  5.424  0.069  0.076  0.036  0.026  5.697  5.364
 70 132  0.128  -1524.768  -2.1 -13.8  -7.28 -22.24  5.451  0.126  0.131  0.086  0.061  5.739  5.392
 70 134  0.157  -1528.846  -2.0 -14.2  -8.64 -20.90  5.474  0.156  0.158  0.092  0.065  5.777  5.415
 70 136  0.181  -1532.603  -1.8 -14.6 -10.87 -19.82  5.497  0.181  0.182  0.091  0.066  5.813  5.438
 70 138  0.215  -1536.165  -1.8 -15.0 -12.81 -18.84  5.525  0.215  0.215  0.112  0.087  5.853  5.467
 70 140  0.262  -1539.935  -1.9 -15.4 -11.33 -17.89  5.564  0.261  0.263  0.160  0.133  5.899  5.506
 70 142  0.286  -1543.527  -1.7 -15.8 -10.61 -17.24  5.590  0.286  0.287  0.168  0.144  5.937  5.533
 70 144  0.301  -1546.711  -1.5 -16.2 -10.14 -17.05  5.612  0.301  0.300  0.161  0.142  5.970  5.554
 70 146  0.304  -1549.403  -1.3 -16.7 -10.66 -17.35  5.628  0.305  0.303  0.138  0.125  5.998  5.571
 70 148  0.307  -1551.677  -1.0 -17.1 -10.87 -17.71  5.643  0.308  0.304  0.112  0.107  6.026  5.586
 70 150  0.310  -1553.520  -0.8 -17.5 -11.07 -18.05  5.658  0.311  0.306  0.087  0.091  6.056  5.601
 70 152  0.309  -1554.905  -0.6 -17.8 -12.11 -18.35  5.670  0.311  0.305  0.060  0.074  6.086  5.614
 70 154  0.304  -1555.915  -0.5 -18.2 -13.34 -18.54  5.681  0.307  0.299  0.031  0.054  6.114  5.625
 70 156  0.295  -1556.644  -0.3 -18.6 -14.24 -18.60  5.691  0.297  0.290  0.005  0.034  6.138  5.635
 70 158  0.284  -1557.150  -0.2 -19.0 -14.23 -18.61  5.701  0.286  0.279 -0.020  0.015  6.161  5.645
 70 160  0.274  -1557.384   0.0 -19.3 -13.99 -18.65  5.711  0.276  0.270 -0.041  0.000  6.187  5.654
 72  82  0.000  -1218.811 -11.8   0.0  -0.01 -22.20  5.111  0.000  0.000  0.000  0.000  5.021  5.048
 72  84 -0.062  -1239.269 -10.3  -0.7  -4.08 -20.84  5.134 -0.056 -0.068  0.010  0.009  5.060  5.071
 72  86  0.126  -1260.123 -10.4  -1.2  -3.85 -17.12  5.161  0.118  0.135  0.040  0.035  5.102  5.099
 72  88  0.156  -1280.342  -9.9  -1.8  -5.49 -14.99  5.183  0.148  0.165  0.033  0.025  5.139  5.121
 72  90  0.188  -1299.702  -9.5  -2.2  -6.61 -12.92  5.205  0.182  0.195  0.038  0.027  5.177  5.143
 72  92  0.211  -1318.133  -9.1  -2.7  -9.54 -11.59  5.226  0.206  0.217  0.038  0.025  5.214  5.164
 72  94  0.293  -1336.108  -9.1  -3.2  -7.78 -12.84  5.275  0.288  0.300  0.133  0.120  5.277  5.214
 72  96  0.317  -1353.958  -8.7  -3.8  -7.70 -12.32  5.299  0.312  0.323  0.136  0.126  5.316  5.239
 72  98  0.328  -1370.989  -8.3  -4.4  -7.64 -12.21  5.318  0.324  0.333  0.120  0.113  5.349  5.257
 72 100  0.326  -1387.236  -8.0  -5.0  -7.81 -12.15  5.331  0.324  0.330  0.090  0.087  5.375  5.270
 72 102  0.318  -1402.835  -7.6  -5.6  -6.83 -11.82  5.341  0.317  0.320  0.058  0.056  5.399  5.281
 72 104  0.312  -1417.680  -7.2  -6.1  -5.00 -11.31  5.353  0.312  0.313  0.029  0.030  5.423  5.292
 72 106  0.296  -1431.525  -6.7  -6.6  -4.79  -9.89  5.357  0.296  0.296 -0.005 -0.001  5.442  5.297
 72 108  0.283  -1444.373  -6.2  -7.2  -5.94  -8.84  5.366  0.283  0.283 -0.034 -0.026  5.465  5.306
 72 110  0.270  -1456.508  -5.9  -7.7  -6.15  -8.31  5.376  0.269  0.270 -0.059 -0.045  5.489  5.316
 72 112  0.250  -1468.000  -5.6  -8.3  -5.90  -8.30  5.383  0.249  0.252 -0.073 -0.055  5.510  5.323
 72 114  0.219  -1478.987  -5.4  -8.9  -5.57  -9.28  5.386  0.217  0.223 -0.072 -0.054  5.522  5.326
 72 116  0.192  -1489.386  -5.1  -9.5  -5.15 -11.26  5.390  0.189  0.198 -0.075 -0.058  5.538  5.330
 72 118  0.164  -1499.312  -4.7 -10.0  -2.14 -13.89  5.392  0.160  0.170 -0.075 -0.060  5.553  5.333
 72 120 -0.131  -1508.238  -5.0 -10.4  -8.75 -19.59  5.389 -0.130 -0.134 -0.026 -0.017  5.571  5.329
 72 122 -0.093  -1518.254  -5.1 -10.9  -6.76 -21.77  5.392 -0.091 -0.096 -0.035 -0.026  5.588  5.332
 72 124 -0.071  -1528.304  -4.6 -11.3   0.00 -23.02  5.399 -0.070 -0.073 -0.039 -0.029  5.606  5.340
 72 126  0.000  -1538.448  -5.7 -11.7   0.00 -25.54  5.402  0.000  0.000  0.000  0.000  5.627  5.342
 72 128  0.001  -1542.620  -2.1 -12.2  -6.86 -25.88  5.423  0.001  0.001  0.000  0.000  5.660  5.364
 72 130  0.056  -1546.752  -2.2 -12.6  -9.46 -24.96  5.447  0.054  0.060  0.020  0.015  5.694  5.388
 72 132  0.115  -1551.527  -2.5 -12.9  -8.23 -22.59  5.473  0.113  0.118  0.066  0.047  5.735  5.414
 72 134  0.147  -1556.330  -2.4 -13.3  -8.92 -21.36  5.496  0.146  0.149  0.080  0.056  5.772  5.438
 72 136  0.172  -1560.832  -2.2 -13.6 -10.97 -20.42  5.518  0.172  0.172  0.081  0.056  5.808  5.460
 72 138  0.206  -1565.118  -2.2 -14.0 -13.01 -19.76  5.546  0.205  0.206  0.100  0.075  5.848  5.488
 72 140  0.259  -1569.695  -2.3 -14.4 -11.37 -18.61  5.588  0.258  0.262  0.154  0.127  5.896  5.530
 72 142  0.284  -1574.115  -2.1 -14.8 -10.92 -17.71  5.614  0.283  0.286  0.159  0.136  5.933  5.556
 72 144  0.297  -1578.156  -1.9 -15.2 -10.47 -17.28  5.635  0.297  0.298  0.151  0.131  5.965  5.578
 72 146  0.302  -1581.748  -1.7 -15.7 -10.36 -17.19  5.652  0.302  0.303  0.130  0.116  5.993  5.595
 72 148  0.306  -1584.893  -1.5 -16.1 -10.11 -17.20  5.668  0.306  0.306  0.107  0.100  6.021  5.612
 72 150  0.309  -1587.553  -1.2 -16.5  -9.95 -17.30  5.684  0.310  0.308  0.083  0.085  6.050  5.627
 72 152  0.308  -1589.672  -1.0 -16.9 -11.36 -17.42  5.696  0.309  0.306  0.056  0.067  6.079  5.640
 72 154  0.302  -1591.420  -0.8 -17.2 -12.64 -17.49  5.707  0.304  0.300  0.028  0.047  6.105  5.651
 72 156  0.293  -1592.919  -0.7 -17.6 -13.02 -17.46  5.718  0.295  0.290  0.001  0.026  6.128  5.661
 72 158  0.283  -1594.196  -0.6 -18.0 -12.27 -17.35  5.728  0.284  0.279 -0.024  0.007  6.150  5.671
 72 160  0.273  -1595.145  -0.4 -18.3 -11.49 -17.21  5.737  0.274  0.270 -0.045 -0.009  6.174  5.681
 72 162  0.262  -1595.640  -0.2 -18.6 -12.61 -17.11  5.746  0.263  0.260 -0.064 -0.022  6.201  5.690
 72 164  0.250  -1595.797   0.0 -18.9 -13.63 -17.07  5.754  0.250  0.250 -0.081 -0.034  6.229  5.698
 74  84 -0.045  -1239.835 -10.9   0.1  -4.96 -19.99  5.163 -0.042 -0.049  0.005  0.004  5.071  5.101
 74  86  0.107  -1261.691 -10.9  -0.4  -4.77 -16.67  5.188  0.101  0.114  0.026  0.021  5.111  5.126
 74  88  0.135  -1283.001 -10.4  -0.9  -5.20 -14.54  5.209  0.129  0.142  0.018  0.010  5.147  5.148
 74  90  0.163  -1303.217  -9.9  -1.3  -7.44 -12.89  5.228  0.159  0.168  0.021  0.010  5.182  5.167
 74  92  0.183  -1322.616  -9.5  -1.8  -9.77 -11.83  5.247  0.181  0.187  0.019  0.006  5.217  5.186
 74  94  0.289  -1341.500  -9.7  -2.2  -8.02 -12.45  5.303  0.284  0.296  0.127  0.114  5.287  5.243
 74  96  0.315  -1360.521  -9.3  -2.7  -8.09 -11.29  5.329  0.310  0.322  0.129  0.118  5.326  5.268
 74  98  0.327  -1378.743  -8.9  -3.3  -8.04 -10.69  5.348  0.323  0.333  0.114  0.107  5.359  5.288
 74 100  0.329  -1396.179  -8.5  -3.9  -7.99 -10.44  5.363  0.325  0.334  0.090  0.087  5.387  5.303
 74 102  0.325  -1412.924  -8.2  -4.5  -6.76 -10.48  5.375  0.322  0.329  0.063  0.063  5.413  5.316
 74 104  0.321  -1428.868  -7.7  -5.0  -4.34 -10.65  5.388  0.319  0.325  0.037  0.040  5.438  5.329
 74 106  0.305  -1443.613  -7.1  -5.5  -4.76 -10.77  5.394  0.303  0.308  0.005  0.011  5.457  5.334
 74 108  0.285  -1457.433  -6.7  -6.0  -5.74 -10.44  5.399  0.285  0.287 -0.029 -0.021  5.477  5.339
 74 110  0.266  -1470.583  -6.5  -6.4  -6.36  -9.71  5.405  0.265  0.266 -0.056 -0.045  5.497  5.346
 74 112  0.239  -1483.216  -6.2  -6.9  -6.85  -8.81  5.408  0.238  0.239 -0.071 -0.058  5.512  5.348
 74 114  0.210  -1495.499  -6.0  -7.6  -5.68  -8.56  5.411  0.210  0.212 -0.076 -0.063  5.526  5.351
 74 116  0.186  -1507.156  -5.7  -8.2  -4.61  -9.19  5.415  0.184  0.189 -0.080 -0.067  5.542  5.355
 74 118  0.159  -1518.226  -5.2  -8.9  -1.27 -11.47  5.416  0.156  0.163 -0.077 -0.064  5.556  5.356
 74 120 -0.122  -1528.062  -5.5  -9.4  -8.90 -18.58  5.412 -0.122 -0.124 -0.028 -0.022  5.573  5.352
 74 122 -0.089  -1539.122  -5.5 -10.0  -6.68 -20.12  5.416 -0.088 -0.092 -0.035 -0.028  5.590  5.356
 74 124 -0.069  -1550.121  -5.0 -10.4   0.00 -21.28  5.423 -0.068 -0.071 -0.038 -0.030  5.608  5.364
 74 126  0.000  -1561.087  -4.1 -10.9   0.00 -23.88  5.426  0.000  0.000  0.000  0.000  5.629  5.367
 74 128  0.001  -1566.223  -2.6 -11.4  -6.68 -24.21  5.447  0.001  0.001  0.000  0.000  5.661  5.388
 74 130 -0.035  -1571.236  -2.5 -11.8 -10.26 -24.01  5.470 -0.033 -0.038  0.005  0.004  5.693  5.411
 74 132  0.096  -1576.598  -2.7 -12.1  -9.30 -22.15  5.495  0.094  0.099  0.043  0.030  5.730  5.436
 74 134  0.133  -1582.024  -2.7 -12.4  -9.60 -21.22  5.517  0.132  0.133  0.066  0.044  5.768  5.459
 74 136  0.158  -1587.218  -2.6 -12.7 -11.28 -20.63  5.539  0.159  0.158  0.070  0.047  5.804  5.481
 74 138  0.192  -1592.192  -2.5 -13.1 -13.23 -20.34  5.566  0.193  0.192  0.087  0.063  5.842  5.508
 74 140  0.252  -1597.512  -2.7 -13.4 -11.50 -19.15  5.609  0.251  0.255  0.145  0.119  5.892  5.551
 74 142  0.277  -1602.718  -2.5 -13.8 -11.29 -18.13  5.635  0.276  0.279  0.149  0.125  5.929  5.578
 74 144  0.292  -1607.598  -2.4 -14.2 -10.86 -17.37  5.657  0.291  0.294  0.139  0.120  5.961  5.600
 74 146  0.300  -1612.079  -2.1 -14.6 -10.21 -16.81  5.676  0.299  0.301  0.122  0.107  5.990  5.619
 74 148  0.305  -1616.097  -1.9 -15.1  -9.58 -16.37  5.693  0.305  0.307  0.101  0.093  6.018  5.637
 74 150  0.309  -1619.589  -1.6 -15.5  -9.04 -16.11  5.709  0.308  0.310  0.080  0.079  6.046  5.653
 74 152  0.308  -1622.455  -1.3 -15.9 -10.83 -16.08  5.722  0.307  0.308  0.054  0.062  6.074  5.666
 74 154  0.303  -1624.946  -1.2 -16.2 -12.12 -16.20  5.734  0.303  0.302  0.027  0.043  6.100  5.678
 74 156  0.294  -1627.200  -1.1 -16.6 -12.11 -16.42  5.745  0.294  0.293  0.001  0.023  6.123  5.689
 74 158  0.284  -1629.220  -0.9 -17.0 -10.86 -16.64  5.755  0.285  0.282 -0.023  0.004  6.144  5.699
 74 160  0.274  -1630.861  -0.7 -17.3  -9.74 -16.77  5.765  0.274  0.272 -0.044 -0.012  6.167  5.709
 74 162  0.262  -1631.975  -0.5 -17.6 -10.97 -16.83  5.774  0.263  0.262 -0.064 -0.027  6.192  5.718
 74 164  0.250  -1632.732  -0.3 -17.9 -11.90 -16.84  5.782  0.250  0.250 -0.082 -0.040  6.218  5.726
 74 166  0.237  -1633.202  -0.2 -18.2 -11.96 -16.87  5.789  0.236  0.239 -0.098 -0.051  6.244  5.734
 74 168  0.220  -1633.326   0.0 -18.5 -12.83 -17.21  5.794  0.219  0.224 -0.103 -0.056  6.269  5.739
 74 178 -0.076  -1633.408  -0.1 -20.2 -16.43 -27.53  5.797 -0.076 -0.078 -0.039 -0.022  6.359  5.741
 74 180 -0.001  -1633.941  -0.3 -20.5 -16.33 -29.74  5.800 -0.001 -0.001  0.000  0.000  6.380  5.745
 74 182  0.000  -1634.582  -0.2 -20.8  -9.43 -29.89  5.810  0.000 -0.001  0.000  0.000  6.403  5.755
 74 184  0.000  -1634.982   0.7 -21.1  -0.02 -30.02  5.820  0.000  0.000  0.000  0.000  6.424  5.765
 76  88  0.107  -1283.984 -10.9  -0.1  -5.62 -13.97  5.234  0.103  0.111  0.006  0.000  5.154  5.172
 76  90  0.118  -1305.134 -10.3  -0.6  -7.60 -13.00  5.251  0.114  0.121 -0.004 -0.011  5.186  5.189
 76  92  0.143  -1325.381 -10.0  -1.0  -9.79 -11.80  5.268  0.142  0.145 -0.002 -0.011  5.219  5.207
 76  94  0.166  -1344.887  -9.6  -1.4 -11.67 -11.40  5.286  0.166  0.166  0.000 -0.011  5.254  5.225
 76  96  0.305  -1364.867  -9.8  -1.7  -8.46 -12.55  5.355  0.301  0.311  0.123  0.112  5.335  5.295
 76  98  0.322  -1384.194  -9.5  -2.2  -8.43 -11.76  5.377  0.318  0.328  0.110  0.102  5.370  5.317
 76 100  0.327  -1402.793  -9.1  -2.8  -8.28 -11.12  5.393  0.322  0.332  0.087  0.083  5.399  5.333
 76 102  0.326  -1420.720  -8.8  -3.3  -6.82 -10.68  5.408  0.322  0.332  0.063  0.062  5.426  5.348
 76 104  0.327  -1437.838  -8.2  -3.9  -3.73 -10.35  5.422  0.323  0.332  0.040  0.043  5.452  5.363
 76 106  0.311  -1453.558  -7.6  -4.4  -4.89 -10.84  5.429  0.308  0.316  0.010  0.018  5.472  5.369
 76 108  0.295  -1468.333  -7.2  -5.0  -5.66 -11.16  5.436  0.293  0.299 -0.020 -0.010  5.493  5.377
 76 110  0.271  -1482.344  -6.9  -5.4  -6.56 -11.41  5.438  0.269  0.273 -0.048 -0.036  5.509  5.379
 76 112  0.229  -1495.943  -6.8  -5.9  -7.69 -11.65  5.432  0.229  0.230 -0.059 -0.048  5.517  5.373
 76 114  0.198  -1509.388  -6.6  -6.4  -6.43 -11.15  5.432  0.198  0.197 -0.069 -0.058  5.529  5.373
 76 116  0.171  -1522.330  -6.4  -7.0  -5.45 -10.68  5.433  0.171  0.171 -0.073 -0.062  5.543  5.374
 76 118  0.147  -1534.760  -5.8  -7.7  -1.40 -10.98  5.435  0.146  0.148 -0.073 -0.062  5.558  5.376
 76 120 -0.113  -1546.081  -6.1  -8.5  -9.13 -16.42  5.434 -0.113 -0.113 -0.029 -0.025  5.575  5.374
 76 122 -0.083  -1558.203  -6.0  -9.1  -6.69 -17.56  5.439 -0.083 -0.084 -0.033 -0.027  5.592  5.380
 76 124 -0.065  -1570.159  -5.5  -9.5  -0.01 -18.53  5.446 -0.065 -0.066 -0.037 -0.029  5.611  5.387
 76 126  0.000  -1582.006  -6.5 -10.0   0.00 -21.03  5.449  0.000  0.000  0.000  0.000  5.631  5.390
 76 128  0.001  -1588.129  -3.1 -10.5  -6.53 -21.36  5.471  0.001  0.001  0.000  0.000  5.663  5.412
 76 130  0.016  -1594.076  -3.0 -11.0 -10.82 -21.60  5.492  0.015  0.017  0.001  0.001  5.693  5.433
 76 132  0.069  -1600.043  -3.0 -11.3 -10.67 -20.70  5.515  0.068  0.071  0.019  0.013  5.727  5.457
 76 134  0.107  -1606.014  -3.0 -11.6 -11.03 -20.23  5.537  0.107  0.107  0.040  0.025  5.762  5.479
 76 136  0.139  -1611.829  -2.9 -11.9 -11.92 -20.23  5.558  0.140  0.137  0.056  0.035  5.799  5.500
 76 138  0.175  -1617.450  -2.8 -12.2 -13.49 -20.47  5.584  0.176  0.172  0.073  0.052  5.837  5.527
 76 140  0.240  -1623.435  -3.0 -12.5 -11.70 -19.62  5.627  0.240  0.241  0.136  0.110  5.887  5.570
 76 142  0.266  -1629.374  -2.9 -12.8 -11.49 -18.73  5.654  0.266  0.268  0.140  0.116  5.924  5.597
 76 144  0.284  -1635.046  -2.8 -13.2 -10.99 -17.87  5.677  0.283  0.285  0.131  0.111  5.957  5.620
 76 146  0.294  -1640.362  -2.5 -13.6 -10.01 -17.04  5.697  0.294  0.296  0.116  0.100  5.987  5.641
 76 148  0.302  -1645.216  -2.3 -14.0  -9.15 -16.23  5.716  0.301  0.304  0.097  0.087  6.015  5.660
 76 150  0.306  -1649.519  -2.0 -14.4  -8.39 -15.64  5.732  0.305  0.308  0.077  0.074  6.043  5.676
 76 152  0.305  -1653.141  -1.7 -14.8 -10.48 -15.45  5.746  0.304  0.307  0.052  0.057  6.070  5.690
 76 154  0.300  -1656.397  -1.6 -15.2 -11.75 -15.55  5.759  0.300  0.301  0.026  0.039  6.096  5.703
 76 156  0.293  -1659.424  -1.5 -15.6 -11.43 -15.86  5.771  0.293  0.293  0.001  0.020  6.119  5.715
 76 158  0.284  -1662.193  -1.3 -15.9  -9.85 -16.23  5.782  0.284  0.284 -0.022  0.003  6.141  5.726
 76 160  0.274  -1664.534  -1.0 -16.3  -8.56 -16.59  5.792  0.274  0.274 -0.043 -0.014  6.162  5.736
 76 162  0.263  -1666.295  -0.8 -16.6  -9.60 -16.89  5.801  0.263  0.263 -0.063 -0.029  6.186  5.746
 76 164  0.251  -1667.637  -0.6 -16.9 -10.65 -17.18  5.809  0.250  0.252 -0.081 -0.042  6.212  5.754
 76 166  0.236  -1668.660  -0.5 -17.2 -11.07 -17.54  5.815  0.235  0.239 -0.095 -0.052  6.237  5.760
 76 168  0.215  -1669.358  -0.3 -17.5 -12.39 -18.30  5.818  0.214  0.218 -0.100 -0.057  6.257  5.763
 76 170  0.179  -1670.011  -0.4 -17.9 -14.33 -20.00  5.814  0.178  0.181 -0.087 -0.051  6.265  5.758
 76 172  0.151  -1670.802  -0.4 -18.3 -14.14 -21.22  5.814  0.150  0.154 -0.078 -0.048  6.282  5.758
 76 174  0.127  -1671.520  -0.4 -18.6 -14.10 -22.34  5.815  0.125  0.131 -0.069 -0.045  6.303  5.760
 76 176 -0.106  -1672.270  -0.4 -19.1 -15.96 -24.42  5.814 -0.107 -0.104 -0.048 -0.028  6.325  5.758
 76 178 -0.074  -1673.082  -0.5 -19.4 -15.46 -25.76  5.818 -0.075 -0.073 -0.037 -0.021  6.344  5.763
 76 180  0.000  -1674.262  -0.6 -19.7 -15.43 -27.54  5.822  0.000 -0.001  0.000  0.000  6.364  5.766
 76 182  0.000  -1675.470  -0.5 -20.0  -8.84 -27.70  5.831  0.000 -0.001  0.000  0.000  6.388  5.776
 76 184  0.000  -1676.430   0.5 -20.3   0.00 -27.85  5.839  0.000 -0.001  0.000  0.000  6.411  5.784
 78  90  0.057  -1305.571 -10.9  -0.1  -6.93 -12.01  5.272  0.056  0.058 -0.007 -0.009  5.190  5.211
 78  92  0.000  -1327.236 -10.4  -0.8  -3.90 -13.16  5.287  0.000  0.000  0.000  0.000  5.217  5.226
 78  94  0.000  -1347.126  -9.8  -1.4  -9.72 -13.32  5.297  0.000  0.000  0.000  0.000  5.245  5.237
 78  96  0.290  -1366.992 -10.3  -0.7  -8.25 -12.82  5.378  0.288  0.293  0.117  0.106  5.340  5.318
 78  98  0.308  -1387.339 -10.0  -1.2  -8.28 -12.16  5.399  0.305  0.312  0.104  0.096  5.375  5.340
